season,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,day,daylight_hours
1,12,1,1,0,2,0.32,0.66,0.194,93,21,10.990833333333333
1,13,1,1,0,3,0.3,0.81,0.3284,103,21,10.990833333333333
1,14,1,1,0,2,0.32,0.76,0.2537,116,21,10.990833333333333
1,15,1,1,0,2,0.3,0.7,0.4478,87,21,10.990833333333333
1,16,1,1,0,3,0.28,0.75,0.4179,56,21,10.990833333333333
1,17,1,1,0,2,0.28,0.75,0.3881,80,21,10.990833333333333
1,18,1,1,0,2,0.24,0.87,0.3582,66,21,10.990833333333333
1,19,1,1,0,2,0.24,0.87,0.3582,49,21,10.990833333333333
1,20,1,1,0,3,0.24,0.81,0.3881,29,21,10.990833333333333
1,21,1,1,0,3,0.22,0.75,0.4478,34,21,10.990833333333333
1,22,1,1,0,3,0.2,0.75,0.4179,11,21,10.990833333333333
1,23,1,1,0,3,0.2,0.75,0.4179,2,21,10.990833333333333
1,6,0,2,1,2,0.12,0.8,0.2836,7,22,11.03138888888889
1,7,0,2,1,2,0.12,0.8,0.2836,40,22,11.03138888888889
1,8,0,2,1,2,0.12,0.8,0.2537,114,22,11.03138888888889
1,9,0,2,1,2,0.14,0.74,0.2537,106,22,11.03138888888889
1,10,0,2,1,1,0.16,0.69,0.0,44,22,11.03138888888889
1,11,0,2,1,1,0.16,0.64,0.0,50,22,11.03138888888889
1,12,0,2,1,1,0.2,0.59,0.1045,55,22,11.03138888888889
1,13,0,2,1,1,0.22,0.55,0.1642,55,22,11.03138888888889
1,14,0,2,1,1,0.22,0.55,0.194,58,22,11.03138888888889
1,15,0,2,1,1,0.24,0.48,0.194,69,22,11.03138888888889
1,16,0,2,1,1,0.22,0.51,0.1642,86,22,11.03138888888889
1,17,0,2,1,1,0.22,0.51,0.2239,196,22,11.03138888888889
1,18,0,2,1,1,0.22,0.47,0.1343,167,22,11.03138888888889
1,19,0,2,1,1,0.2,0.47,0.2836,118,22,11.03138888888889
1,20,0,2,1,1,0.2,0.47,0.2239,105,22,11.03138888888889
1,21,0,2,1,1,0.2,0.47,0.2537,82,22,11.03138888888889
1,22,0,2,1,1,0.16,0.43,0.2537,77,22,11.03138888888889
1,23,0,2,1,1,0.16,0.43,0.2537,21,22,11.03138888888889
1,0,0,3,1,1,0.14,0.5,0.194,6,23,11.071944444444444
1,1,0,3,1,1,0.14,0.46,0.1642,4,23,11.071944444444444
1,2,0,3,1,1,0.12,0.5,0.1343,1,23,11.071944444444444
1,3,0,3,1,1,0.12,0.5,0.1642,2,23,11.071944444444444
1,5,0,3,1,1,0.12,0.5,0.1045,8,23,11.071944444444444
1,6,0,3,1,1,0.12,0.5,0.1045,36,23,11.071944444444444
1,7,0,3,1,1,0.12,0.54,0.1343,96,23,11.071944444444444
1,8,0,3,1,1,0.14,0.54,0.1642,235,23,11.071944444444444
1,9,0,3,1,1,0.18,0.51,0.0896,139,23,11.071944444444444
1,10,0,3,1,1,0.2,0.4,0.0,51,23,11.071944444444444
1,11,0,3,1,1,0.24,0.41,0.1045,69,23,11.071944444444444
1,12,0,3,1,1,0.26,0.35,0.0896,67,23,11.071944444444444
1,13,0,3,1,1,0.3,0.28,0.0896,87,23,11.071944444444444
1,14,0,3,1,1,0.32,0.29,0.1045,78,23,11.071944444444444
1,15,0,3,1,1,0.34,0.25,0.0896,72,23,11.071944444444444
1,16,0,3,1,1,0.34,0.25,0.0,94,23,11.071944444444444
1,17,0,3,1,1,0.34,0.25,0.0896,222,23,11.071944444444444
1,18,0,3,1,1,0.32,0.26,0.0896,209,23,11.071944444444444
1,19,0,3,1,1,0.3,0.33,0.0,141,23,11.071944444444444
1,20,0,3,1,1,0.24,0.6,0.1642,109,23,11.071944444444444
1,21,0,3,1,1,0.24,0.48,0.0,91,23,11.071944444444444
1,22,0,3,1,1,0.24,0.48,0.0,61,23,11.071944444444444
1,23,0,3,1,1,0.22,0.55,0.0896,39,23,11.071944444444444
1,0,0,4,1,1,0.22,0.55,0.0896,11,24,11.112777777777778
1,1,0,4,1,1,0.22,0.6,0.0896,7,24,11.112777777777778
1,2,0,4,1,1,0.2,0.64,0.0896,4,24,11.112777777777778
1,3,0,4,1,1,0.2,0.64,0.1343,2,24,11.112777777777778
1,5,0,4,1,1,0.2,0.69,0.1343,4,24,11.112777777777778
1,6,0,4,1,1,0.2,0.69,0.194,58,24,11.112777777777778
1,7,0,4,1,1,0.2,0.72,0.194,104,24,11.112777777777778
1,8,0,4,1,1,0.24,0.7,0.2239,252,24,11.112777777777778
1,9,0,4,1,2,0.24,0.75,0.2985,137,24,11.112777777777778
1,10,0,4,1,2,0.26,0.7,0.2836,57,24,11.112777777777778
1,11,0,4,1,2,0.32,0.57,0.3881,79,24,11.112777777777778
1,12,0,4,1,2,0.36,0.53,0.3582,95,24,11.112777777777778
1,13,0,4,1,2,0.38,0.54,0.2985,88,24,11.112777777777778
1,14,0,4,1,2,0.4,0.5,0.2985,69,24,11.112777777777778
1,15,0,4,1,3,0.4,0.54,0.3881,63,24,11.112777777777778
1,16,0,4,1,3,0.38,0.62,0.2836,71,24,11.112777777777778
1,17,0,4,1,3,0.36,0.66,0.194,177,24,11.112777777777778
1,18,0,4,1,2,0.34,0.87,0.3284,137,24,11.112777777777778
1,19,0,4,1,3,0.34,0.93,0.2985,115,24,11.112777777777778
1,20,0,4,1,2,0.34,0.93,0.3582,89,24,11.112777777777778
1,21,0,4,1,2,0.34,0.87,0.3284,83,24,11.112777777777778
1,22,0,4,1,3,0.34,0.87,0.2836,55,24,11.112777777777778
1,23,0,4,1,2,0.32,0.93,0.2239,50,24,11.112777777777778
1,0,0,5,1,3,0.32,0.93,0.0,9,25,11.153888888888888
1,1,0,5,1,2,0.32,1.0,0.0,10,25,11.153888888888888
1,2,0,5,1,2,0.32,1.0,0.0,3,25,11.153888888888888
1,3,0,5,1,2,0.32,0.93,0.1045,2,25,11.153888888888888
1,5,0,5,1,2,0.32,0.93,0.1045,6,25,11.153888888888888
1,6,0,5,1,3,0.34,0.93,0.0896,11,25,11.153888888888888
1,7,0,5,1,3,0.34,1.0,0.1343,35,25,11.153888888888888
1,8,0,5,1,3,0.36,0.93,0.1343,73,25,11.153888888888888
1,9,0,5,1,3,0.34,0.93,0.3582,114,25,11.153888888888888
1,10,0,5,1,3,0.42,0.94,0.3284,49,25,11.153888888888888
1,11,0,5,1,1,0.52,0.77,0.4478,59,25,11.153888888888888
1,12,0,5,1,3,0.54,0.6,0.4627,115,25,11.153888888888888
1,13,0,5,1,3,0.54,0.6,0.4627,83,25,11.153888888888888
1,14,0,5,1,3,0.56,0.56,0.6119,85,25,11.153888888888888
1,15,0,5,1,1,0.46,0.41,0.806,55,25,11.153888888888888
1,16,0,5,1,1,0.32,0.49,0.4627,102,25,11.153888888888888
1,17,0,5,1,1,0.32,0.49,0.7463,189,25,11.153888888888888
1,18,0,5,1,1,0.32,0.49,0.4925,157,25,11.153888888888888
1,19,0,5,1,1,0.3,0.52,0.4478,90,25,11.153888888888888
1,20,0,5,1,1,0.3,0.49,0.6119,62,25,11.153888888888888
1,21,0,5,1,1,0.28,0.48,0.3881,63,25,11.153888888888888
1,22,0,5,1,1,0.26,0.48,0.4478,50,25,11.153888888888888
1,23,0,5,1,1,0.26,0.48,0.3284,39,25,11.153888888888888
1,0,0,6,0,1,0.24,0.52,0.194,28,26,11.195
1,1,0,6,0,1,0.24,0.52,0.2985,27,26,11.195
1,2,0,6,0,1,0.22,0.6,0.3582,12,26,11.195
1,3,0,6,0,1,0.22,0.55,0.1343,8,26,11.195
1,4,0,6,0,2,0.22,0.6,0.0896,2,26,11.195
1,5,0,6,0,2,0.22,0.64,0.1045,10,26,11.195
1,6,0,6,0,1,0.22,0.6,0.0,7,26,11.195
1,7,0,6,0,1,0.22,0.6,0.0896,22,26,11.195
1,8,0,6,0,2,0.24,0.6,0.0,57,26,11.195
1,9,0,6,0,2,0.26,0.56,0.1642,74,26,11.195
1,10,0,6,0,2,0.3,0.49,0.1343,85,26,11.195
1,11,0,6,0,1,0.3,0.45,0.0,126,26,11.195
1,12,0,6,0,2,0.32,0.45,0.1642,160,26,11.195
1,13,0,6,0,2,0.34,0.42,0.2537,174,26,11.195
1,14,0,6,0,2,0.34,0.36,0.3284,211,26,11.195
1,15,0,6,0,2,0.36,0.4,0.2836,165,26,11.195
1,16,0,6,0,1,0.36,0.46,0.2836,171,26,11.195
1,17,0,6,0,1,0.36,0.43,0.2239,183,26,11.195
1,18,0,6,0,1,0.34,0.46,0.194,137,26,11.195
1,19,0,6,0,1,0.32,0.49,0.2537,94,26,11.195
1,20,0,6,0,1,0.3,0.56,0.1642,68,26,11.195
1,21,0,6,0,1,0.28,0.65,0.2537,68,26,11.195
1,22,0,6,0,1,0.28,0.75,0.2239,46,26,11.195
1,23,0,6,0,1,0.28,0.75,0.2836,34,26,11.195
1,0,0,0,0,1,0.26,0.87,0.2836,34,27,11.23638888888889
1,1,0,0,0,1,0.26,0.87,0.194,37,27,11.23638888888889
1,2,0,0,0,1,0.26,0.87,0.1343,22,27,11.23638888888889
1,3,0,0,0,1,0.26,0.87,0.0896,11,27,11.23638888888889
1,4,0,0,0,1,0.24,0.87,0.1343,2,27,11.23638888888889
1,6,0,0,0,1,0.24,0.87,0.0,3,27,11.23638888888889
1,7,0,0,0,1,0.24,0.87,0.1343,14,27,11.23638888888889
1,8,0,0,0,1,0.26,0.87,0.0,35,27,11.23638888888889
1,9,0,0,0,1,0.28,0.87,0.0896,59,27,11.23638888888889
1,10,0,0,0,1,0.3,0.81,0.1642,103,27,11.23638888888889
1,11,0,0,0,1,0.36,0.62,0.1343,125,27,11.23638888888889
1,12,0,0,0,1,0.4,0.54,0.0896,193,27,11.23638888888889
1,13,0,0,0,1,0.42,0.47,0.0,259,27,11.23638888888889
1,14,0,0,0,1,0.44,0.47,0.0896,282,27,11.23638888888889
1,15,0,0,0,1,0.46,0.44,0.1343,261,27,11.23638888888889
1,16,0,0,0,1,0.48,0.44,0.1642,268,27,11.23638888888889
1,17,0,0,0,1,0.42,0.54,0.194,187,27,11.23638888888889
1,18,0,0,0,1,0.4,0.54,0.194,127,27,11.23638888888889
1,19,0,0,0,1,0.4,0.54,0.1343,102,27,11.23638888888889
1,20,0,0,0,1,0.4,0.54,0.0896,81,27,11.23638888888889
1,21,0,0,0,1,0.38,0.62,0.1642,69,27,11.23638888888889
1,22,0,0,0,2,0.38,0.62,0.1045,69,27,11.23638888888889
1,23,0,0,0,2,0.36,0.62,0.1642,59,27,11.23638888888889
1,0,0,1,1,2,0.36,0.66,0.1045,30,28,11.277777777777779
1,1,0,1,1,3,0.34,0.87,0.3582,8,28,11.277777777777779
1,3,0,1,1,3,0.32,0.93,0.1642,1,28,11.277777777777779
1,5,0,1,1,2,0.34,0.93,0.0,5,28,11.277777777777779
1,6,0,1,1,2,0.34,0.96,0.1045,28,28,11.277777777777779
1,7,0,1,1,2,0.36,0.93,0.1045,92,28,11.277777777777779
1,8,0,1,1,2,0.34,0.93,0.2985,255,28,11.277777777777779
1,9,0,1,1,1,0.42,0.82,0.2836,142,28,11.277777777777779
1,10,0,1,1,2,0.52,0.72,0.4925,92,28,11.277777777777779
1,11,0,1,1,2,0.56,0.64,0.2985,87,28,11.277777777777779
1,12,0,1,1,2,0.56,0.64,0.2985,36,28,11.277777777777779
1,13,0,1,1,3,0.46,0.94,0.2239,32,28,11.277777777777779
1,14,0,1,1,3,0.42,1.0,0.2985,25,28,11.277777777777779
1,15,0,1,1,3,0.42,1.0,0.2985,35,28,11.277777777777779
1,16,0,1,1,3,0.42,1.0,0.1343,42,28,11.277777777777779
1,17,0,1,1,3,0.4,1.0,0.2985,79,28,11.277777777777779
1,18,0,1,1,3,0.46,0.94,0.194,131,28,11.277777777777779
1,19,0,1,1,3,0.44,0.88,0.6119,80,28,11.277777777777779
1,20,0,1,1,3,0.44,0.88,0.6119,45,28,11.277777777777779
1,21,0,1,1,2,0.38,0.87,0.3881,80,28,11.277777777777779
1,22,0,1,1,3,0.34,0.93,0.4179,76,28,11.277777777777779
1,23,0,1,1,2,0.32,0.81,0.3881,45,28,11.277777777777779
1,0,0,2,1,1,0.3,0.7,0.4627,7,1,11.319166666666666
1,1,0,2,1,1,0.26,0.7,0.3582,3,1,11.319166666666666
1,2,0,2,1,1,0.24,0.65,0.3881,4,1,11.319166666666666
1,3,0,2,1,1,0.22,0.69,0.2836,2,1,11.319166666666666
1,4,0,2,1,1,0.22,0.69,0.2537,1,1,11.319166666666666
1,5,0,2,1,1,0.2,0.64,0.2836,2,1,11.319166666666666
1,6,0,2,1,1,0.2,0.59,0.2985,46,1,11.319166666666666
1,7,0,2,1,1,0.2,0.59,0.3284,107,1,11.319166666666666
1,8,0,2,1,1,0.2,0.59,0.3881,214,1,11.319166666666666
1,9,0,2,1,1,0.22,0.55,0.4179,124,1,11.319166666666666
1,10,0,2,1,1,0.24,0.52,0.2836,68,1,11.319166666666666
1,11,0,2,1,1,0.28,0.45,0.2537,56,1,11.319166666666666
1,12,0,2,1,1,0.3,0.39,0.1343,86,1,11.319166666666666
1,13,0,2,1,1,0.32,0.39,0.0,78,1,11.319166666666666
1,14,0,2,1,1,0.32,0.36,0.1343,79,1,11.319166666666666
1,15,0,2,1,1,0.34,0.34,0.0,64,1,11.319166666666666
1,16,0,2,1,1,0.34,0.34,0.0896,102,1,11.319166666666666
1,17,0,2,1,1,0.34,0.34,0.0896,242,1,11.319166666666666
1,18,0,2,1,1,0.32,0.39,0.194,224,1,11.319166666666666
1,19,0,2,1,1,0.3,0.49,0.1343,119,1,11.319166666666666
1,20,0,2,1,1,0.3,0.61,0.0896,88,1,11.319166666666666
1,21,0,2,1,1,0.26,0.56,0.0,63,1,11.319166666666666
1,22,0,2,1,1,0.24,0.62,0.1045,47,1,11.319166666666666
1,23,0,2,1,1,0.24,0.65,0.2239,25,1,11.319166666666666
1,0,0,3,1,1,0.22,0.69,0.1642,8,2,11.360833333333334
1,1,0,3,1,1,0.22,0.69,0.194,4,2,11.360833333333334
1,2,0,3,1,1,0.22,0.69,0.194,2,2,11.360833333333334
1,3,0,3,1,1,0.22,0.69,0.2836,4,2,11.360833333333334
1,4,0,3,1,1,0.2,0.75,0.1343,1,2,11.360833333333334
1,5,0,3,1,1,0.22,0.69,0.2239,5,2,11.360833333333334
1,6,0,3,1,1,0.22,0.55,0.2537,40,2,11.360833333333334
1,7,0,3,1,1,0.22,0.64,0.2537,110,2,11.360833333333334
1,8,0,3,1,1,0.24,0.65,0.2836,256,2,11.360833333333334
1,9,0,3,1,1,0.28,0.56,0.2985,148,2,11.360833333333334
1,10,0,3,1,1,0.32,0.49,0.2836,76,2,11.360833333333334
1,11,0,3,1,1,0.34,0.53,0.3284,73,2,11.360833333333334
1,12,0,3,1,1,0.4,0.43,0.194,82,2,11.360833333333334
1,13,0,3,1,1,0.5,0.25,0.0,125,2,11.360833333333334
1,14,0,3,1,1,0.52,0.23,0.2985,96,2,11.360833333333334
1,15,0,3,1,1,0.54,0.19,0.4179,110,2,11.360833333333334
1,16,0,3,1,1,0.54,0.19,0.3284,139,2,11.360833333333334
1,17,0,3,1,1,0.5,0.23,0.2836,268,2,11.360833333333334
1,18,0,3,1,1,0.46,0.23,0.4925,201,2,11.360833333333334
1,19,0,3,1,1,0.4,0.28,0.5224,150,2,11.360833333333334
1,20,0,3,1,1,0.36,0.29,0.4179,95,2,11.360833333333334
1,21,0,3,1,1,0.34,0.29,0.4627,71,2,11.360833333333334
1,22,0,3,1,1,0.3,0.26,0.5522,48,2,11.360833333333334
1,23,0,3,1,1,0.26,0.3,0.5224,22,2,11.360833333333334
1,0,0,4,1,1,0.24,0.3,0.4627,13,3,11.402777777777779
1,1,0,4,1,1,0.24,0.3,0.4627,1,3,11.402777777777779
1,2,0,4,1,1,0.2,0.27,0.4627,3,3,11.402777777777779
1,3,0,4,1,1,0.2,0.27,0.4627,1,3,11.402777777777779
1,4,0,4,1,1,0.16,0.31,0.4925,1,3,11.402777777777779
1,5,0,4,1,1,0.14,0.33,0.2985,8,3,11.402777777777779
1,6,0,4,1,1,0.14,0.33,0.2985,35,3,11.402777777777779
1,7,0,4,1,1,0.12,0.42,0.4179,111,3,11.402777777777779
1,8,0,4,1,1,0.14,0.39,0.2985,220,3,11.402777777777779
1,9,0,4,1,1,0.16,0.37,0.2836,145,3,11.402777777777779
1,10,0,4,1,1,0.18,0.29,0.194,56,3,11.402777777777779
1,11,0,4,1,1,0.2,0.29,0.0896,50,3,11.402777777777779
1,12,0,4,1,1,0.22,0.25,0.1343,72,3,11.402777777777779
1,13,0,4,1,1,0.22,0.25,0.0896,80,3,11.402777777777779
1,14,0,4,1,1,0.24,0.21,0.1045,78,3,11.402777777777779
1,15,0,4,1,1,0.24,0.23,0.0,68,3,11.402777777777779
1,16,0,4,1,1,0.26,0.23,0.0,71,3,11.402777777777779
1,17,0,4,1,1,0.26,0.22,0.0,202,3,11.402777777777779
1,18,0,4,1,1,0.24,0.35,0.3284,167,3,11.402777777777779
1,19,0,4,1,1,0.2,0.4,0.2537,106,3,11.402777777777779
1,20,0,4,1,1,0.2,0.4,0.0896,70,3,11.402777777777779
1,21,0,4,1,1,0.18,0.4,0.1045,51,3,11.402777777777779
1,22,0,4,1,1,0.2,0.4,0.0,53,3,11.402777777777779
1,23,0,4,1,2,0.18,0.43,0.0896,23,3,11.402777777777779
1,0,0,5,1,2,0.2,0.55,0.194,12,4,11.444444444444445
1,1,0,5,1,2,0.18,0.64,0.194,4,4,11.444444444444445
1,2,0,5,1,2,0.18,0.64,0.194,2,4,11.444444444444445
1,3,0,5,1,2,0.18,0.74,0.2537,1,4,11.444444444444445
1,4,0,5,1,2,0.18,0.74,0.194,1,4,11.444444444444445
1,5,0,5,1,2,0.16,0.74,0.1343,7,4,11.444444444444445
1,6,0,5,1,2,0.16,0.74,0.0896,29,4,11.444444444444445
1,7,0,5,1,1,0.16,0.8,0.1343,83,4,11.444444444444445
1,8,0,5,1,1,0.18,0.74,0.1343,228,4,11.444444444444445
1,9,0,5,1,1,0.22,0.6,0.1343,150,4,11.444444444444445
1,10,0,5,1,1,0.24,0.6,0.2537,66,4,11.444444444444445
1,11,0,5,1,1,0.28,0.52,0.2239,89,4,11.444444444444445
1,12,0,5,1,1,0.32,0.43,0.1642,97,4,11.444444444444445
1,13,0,5,1,1,0.34,0.42,0.2239,87,4,11.444444444444445
1,14,0,5,1,1,0.36,0.4,0.2836,95,4,11.444444444444445
1,15,0,5,1,1,0.36,0.4,0.2985,106,4,11.444444444444445
1,16,0,5,1,1,0.36,0.46,0.194,118,4,11.444444444444445
1,17,0,5,1,2,0.36,0.5,0.2537,228,4,11.444444444444445
1,18,0,5,1,2,0.34,0.53,0.2985,187,4,11.444444444444445
1,19,0,5,1,1,0.32,0.61,0.2537,107,4,11.444444444444445
1,20,0,5,1,2,0.3,0.7,0.194,87,4,11.444444444444445
1,21,0,5,1,2,0.3,0.7,0.2239,70,4,11.444444444444445
1,22,0,5,1,1,0.3,0.7,0.194,44,4,11.444444444444445
1,23,0,5,1,2,0.3,0.75,0.1642,46,4,11.444444444444445
1,0,0,6,0,2,0.28,0.81,0.1045,19,5,11.48638888888889
1,1,0,6,0,2,0.3,0.81,0.1045,25,5,11.48638888888889
1,2,0,6,0,2,0.3,0.87,0.194,20,5,11.48638888888889
1,3,0,6,0,2,0.3,0.87,0.194,2,5,11.48638888888889
1,4,0,6,0,2,0.3,0.93,0.1642,1,5,11.48638888888889
1,5,0,6,0,2,0.3,1.0,0.1343,3,5,11.48638888888889
1,6,0,6,0,2,0.3,1.0,0.2239,4,5,11.48638888888889
1,7,0,6,0,2,0.3,1.0,0.2985,15,5,11.48638888888889
1,8,0,6,0,2,0.3,1.0,0.2985,45,5,11.48638888888889
1,9,0,6,0,2,0.32,0.93,0.2239,63,5,11.48638888888889
1,10,0,6,0,2,0.34,0.93,0.194,103,5,11.48638888888889
1,11,0,6,0,2,0.4,0.76,0.2239,159,5,11.48638888888889
1,12,0,6,0,2,0.44,0.67,0.2537,167,5,11.48638888888889
1,13,0,6,0,2,0.46,0.67,0.2836,190,5,11.48638888888889
1,14,0,6,0,2,0.48,0.59,0.2836,198,5,11.48638888888889
1,15,0,6,0,2,0.46,0.63,0.2985,205,5,11.48638888888889
1,16,0,6,0,2,0.48,0.59,0.2985,204,5,11.48638888888889
1,17,0,6,0,2,0.48,0.59,0.3582,164,5,11.48638888888889
1,18,0,6,0,2,0.48,0.59,0.3284,152,5,11.48638888888889
1,19,0,6,0,2,0.46,0.67,0.3284,89,5,11.48638888888889
1,20,0,6,0,2,0.44,0.77,0.3284,70,5,11.48638888888889
1,21,0,6,0,2,0.44,0.72,0.3284,72,5,11.48638888888889
1,22,0,6,0,2,0.42,0.77,0.2985,63,5,11.48638888888889
1,23,0,6,0,2,0.44,0.77,0.2985,44,5,11.48638888888889
1,0,0,0,0,2,0.42,0.77,0.3582,52,6,11.528611111111111
1,1,0,0,0,2,0.42,0.77,0.2836,39,6,11.528611111111111
1,2,0,0,0,2,0.4,0.82,0.2836,32,6,11.528611111111111
1,3,0,0,0,2,0.42,0.82,0.2985,11,6,11.528611111111111
1,4,0,0,0,2,0.42,0.88,0.3582,3,6,11.528611111111111
1,6,0,0,0,2,0.42,0.94,0.3582,2,6,11.528611111111111
1,7,0,0,0,3,0.42,1.0,0.4478,5,6,11.528611111111111
1,8,0,0,0,2,0.4,1.0,0.2985,9,6,11.528611111111111
1,9,0,0,0,2,0.42,1.0,0.2836,22,6,11.528611111111111
1,10,0,0,0,2,0.42,1.0,0.2985,31,6,11.528611111111111
1,11,0,0,0,2,0.42,1.0,0.2239,62,6,11.528611111111111
1,12,0,0,0,2,0.46,0.94,0.3284,79,6,11.528611111111111
1,13,0,0,0,2,0.46,0.94,0.3582,105,6,11.528611111111111
1,14,0,0,0,3,0.44,1.0,0.2239,39,6,11.528611111111111
1,15,0,0,0,3,0.44,1.0,0.2239,7,6,11.528611111111111
1,16,0,0,0,3,0.36,1.0,0.2836,11,6,11.528611111111111
1,17,0,0,0,3,0.34,1.0,0.2985,25,6,11.528611111111111
1,18,0,0,0,3,0.32,1.0,0.3582,23,6,11.528611111111111
1,19,0,0,0,3,0.3,1.0,0.4925,11,6,11.528611111111111
1,20,0,0,0,3,0.28,1.0,0.4179,11,6,11.528611111111111
1,21,0,0,0,3,0.24,0.93,0.6119,7,6,11.528611111111111
1,22,0,0,0,2,0.22,1.0,0.3881,10,6,11.528611111111111
1,23,0,0,0,2,0.22,1.0,0.4179,9,6,11.528611111111111
1,0,0,1,1,3,0.2,1.0,0.3284,4,7,11.570555555555556
1,1,0,1,1,3,0.2,1.0,0.3284,2,7,11.570555555555556
1,3,0,1,1,1,0.2,0.8,0.5821,1,7,11.570555555555556
1,4,0,1,1,1,0.2,0.8,0.5224,1,7,11.570555555555556
1,5,0,1,1,1,0.2,0.75,0.3582,1,7,11.570555555555556
1,6,0,1,1,1,0.2,0.75,0.3881,34,7,11.570555555555556
1,7,0,1,1,1,0.2,0.75,0.4179,91,7,11.570555555555556
1,8,0,1,1,1,0.2,0.75,0.3881,211,7,11.570555555555556
1,9,0,1,1,1,0.22,0.64,0.4627,134,7,11.570555555555556
1,10,0,1,1,1,0.24,0.6,0.2985,58,7,11.570555555555556
1,11,0,1,1,1,0.26,0.48,0.4478,60,7,11.570555555555556
1,12,0,1,1,1,0.3,0.42,0.4179,96,7,11.570555555555556
1,13,0,1,1,1,0.32,0.36,0.3881,70,7,11.570555555555556
1,14,0,1,1,1,0.32,0.36,0.4179,77,7,11.570555555555556
1,15,0,1,1,1,0.34,0.31,0.3881,96,7,11.570555555555556
1,16,0,1,1,1,0.34,0.31,0.3582,122,7,11.570555555555556
1,17,0,1,1,1,0.34,0.29,0.3582,233,7,11.570555555555556
1,18,0,1,1,1,0.32,0.31,0.2239,233,7,11.570555555555556
1,19,0,1,1,1,0.3,0.33,0.2239,145,7,11.570555555555556
1,20,0,1,1,1,0.3,0.33,0.1642,92,7,11.570555555555556
1,21,0,1,1,1,0.28,0.38,0.2239,54,7,11.570555555555556
1,22,0,1,1,1,0.26,0.48,0.1642,35,7,11.570555555555556
1,23,0,1,1,1,0.28,0.48,0.0,22,7,11.570555555555556
1,0,0,2,1,1,0.26,0.48,0.0896,10,8,11.612777777777778
1,1,0,2,1,1,0.24,0.52,0.1343,4,8,11.612777777777778
1,2,0,2,1,1,0.24,0.52,0.1343,1,8,11.612777777777778
1,3,0,2,1,1,0.24,0.52,0.0896,7,8,11.612777777777778
1,4,0,2,1,1,0.22,0.64,0.0,2,8,11.612777777777778
1,5,0,2,1,1,0.2,0.69,0.1045,10,8,11.612777777777778
1,6,0,2,1,1,0.2,0.59,0.0,45,8,11.612777777777778
1,7,0,2,1,1,0.18,0.64,0.1343,128,8,11.612777777777778
1,8,0,2,1,1,0.22,0.55,0.194,257,8,11.612777777777778
1,9,0,2,1,1,0.26,0.41,0.1642,151,8,11.612777777777778
1,10,0,2,1,2,0.3,0.33,0.194,71,8,11.612777777777778
1,11,0,2,1,2,0.36,0.25,0.1642,78,8,11.612777777777778
1,12,0,2,1,2,0.36,0.23,0.0,99,8,11.612777777777778
1,13,0,2,1,2,0.38,0.25,0.1045,98,8,11.612777777777778
1,14,0,2,1,2,0.38,0.2,0.0,72,8,11.612777777777778
1,15,0,2,1,2,0.36,0.18,0.0,112,8,11.612777777777778
1,16,0,2,1,1,0.38,0.27,0.1642,108,8,11.612777777777778
1,17,0,2,1,1,0.36,0.27,0.2239,248,8,11.612777777777778
1,18,0,2,1,1,0.34,0.27,0.194,235,8,11.612777777777778
1,19,0,2,1,1,0.34,0.31,0.1045,150,8,11.612777777777778
1,20,0,2,1,1,0.32,0.39,0.0896,76,8,11.612777777777778
1,21,0,2,1,1,0.3,0.49,0.194,75,8,11.612777777777778
1,22,0,2,1,1,0.3,0.49,0.2239,55,8,11.612777777777778
1,23,0,2,1,1,0.28,0.61,0.194,41,8,11.612777777777778
1,0,0,3,1,1,0.26,0.65,0.0896,9,9,11.655
1,1,0,3,1,1,0.26,0.52,0.1343,4,9,11.655
1,2,0,3,1,1,0.26,0.52,0.1343,2,9,11.655
1,3,0,3,1,1,0.24,0.7,0.0896,3,9,11.655
1,4,0,3,1,1,0.24,0.75,0.1045,2,9,11.655
1,5,0,3,1,2,0.24,0.81,0.1343,8,9,11.655
1,6,0,3,1,2,0.24,0.85,0.1045,49,9,11.655
1,7,0,3,1,2,0.24,0.87,0.1642,141,9,11.655
1,8,0,3,1,2,0.24,0.87,0.1343,249,9,11.655
1,9,0,3,1,2,0.26,0.87,0.2537,141,9,11.655
1,10,0,3,1,2,0.3,0.75,0.2537,57,9,11.655
1,11,0,3,1,2,0.32,0.76,0.3881,59,9,11.655
1,12,0,3,1,2,0.32,0.76,0.2537,98,9,11.655
1,13,0,3,1,2,0.32,0.76,0.3582,99,9,11.655
1,14,0,3,1,2,0.34,0.76,0.2985,71,9,11.655
1,15,0,3,1,2,0.36,0.71,0.2985,79,9,11.655
1,16,0,3,1,2,0.34,0.76,0.3284,112,9,11.655
1,17,0,3,1,2,0.34,0.76,0.2985,194,9,11.655
1,18,0,3,1,2,0.34,0.76,0.2537,188,9,11.655
1,19,0,3,1,2,0.34,0.76,0.3284,134,9,11.655
1,20,0,3,1,2,0.32,0.87,0.194,91,9,11.655
1,21,0,3,1,2,0.32,0.93,0.3284,62,9,11.655
1,22,0,3,1,3,0.32,0.93,0.1642,21,9,11.655
1,23,0,3,1,3,0.34,0.93,0.194,18,9,11.655
1,0,0,4,1,3,0.34,0.56,0.2537,3,10,11.697222222222223
1,1,0,4,1,3,0.34,0.56,0.2537,2,10,11.697222222222223
